Date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_Volume
1992-09-08,5664.41,5700.59,5658,5700.59,nan
1992-09-09,5700.59,5739.32,5685.86,5726.99,nan
1992-09-10,5726.99,5698.59,5613.09,5631.55,nan
1992-09-11,5631.55,5627.95,5537.29,5537.29,nan
1992-09-14,5537.29,5623.78,5537.16,5607.15,nan
1992-09-15,5607.15,5671.97,5609.19,5653.84,nan
1992-09-16,5653.84,5653.84,5599.1,5633.13,nan
1992-09-17,5633.13,5638.59,5543.25,5637.9,nan
1992-09-18,5637.9,5705.99,5660.88,5689.32,nan
1992-09-21,5689.32,5749.15,5688.39,5741.53,nan
1992-09-22,5741.53,5756.23,5709.73,5740.18,nan
1992-09-23,5740.18,5754.13,5708.07,5712.64,nan
1992-09-24,5712.64,5712.93,5622.7,5658.73,nan
1992-09-25,5658.73,5689.13,5637.38,5686.16,nan
1992-09-28,5686.16,5678.62,5579.46,5597.2,nan
1992-09-29,5597.2,5636.28,5579.25,5581.92,nan
1992-09-30,5581.92,5588.7,5473.69,5505.44,nan
1992-10-01,5505.44,5544.92,5471.98,5528.84,nan
1992-10-02,5528.84,5597.6,5537.09,5595.44,nan
1992-10-06,5595.44,5559.19,5458.39,5553.12,nan
1992-10-07,5553.12,5589.03,5498.07,5589.03,nan
1992-10-08,5589.03,5604.95,5526.37,5555.53,nan
1992-10-09,5555.53,5619.39,5519.3,5596.71,nan
1992-10-12,5596.71,5790.7,5658.8,5725.57,nan
1992-10-13,5725.57,5772.73,5729.12,5756.1,nan
1992-10-14,5756.1,5807.13,5742.39,5806.77,nan
1992-10-15,5806.77,5934.92,5828.53,5913.64,nan
1992-10-16,5913.64,6022.26,5918.13,5985.33,nan
1992-10-19,5985.33,6096.05,6018.09,6089.91,nan
1992-10-20,6089.91,6167.02,6060.37,6088.51,nan
1992-10-21,6088.51,6201.83,6074.01,6200.85,nan
1992-10-22,6200.85,6340.31,6262.99,6329.12,nan
1992-10-23,6329.12,6367.24,6255.96,6262.54,nan
1992-10-26,6262.54,6115.87,6012.94,6062.47,nan
1992-10-27,6062,6249.96,6082.49,6218.01,nan
1992-10-28,6218.01,6202.71,6123.88,6126.98,nan
1992-10-29,6126.98,6166.15,6113.16,6117.5,nan
1992-10-30,6117.5,6190.69,6122.1,6190.69,nan
1992-11-02,6190.69,6277.22,6197.17,6231.17,nan
1992-11-03,6231.17,6234.56,6177.61,6197.44,nan
1992-11-04,6197.44,6325.37,6113.37,6325.37,nan
1992-11-05,6325.37,6397.27,6332.35,6347.77,nan
1992-11-06,6347.77,6401.73,6312.24,6315.01,nan
1992-11-09,6315.01,6324.68,6256.36,6267.91,nan
1992-11-10,6267.91,6292,6253.96,6273.08,nan
1992-11-11,6273.08,6431.61,6276.3,6422.03,nan
1992-11-12,6422.03,6470.83,6391.53,6447.11,nan
1992-11-13,6447.11,6424.05,6344.35,6366.56,nan
1992-11-16,6366.56,6350.49,6261.99,6294.83,nan
1992-11-17,6294,6285.71,6046.74,6088.52,nan
1992-11-18,6088,6093.63,5848.33,5848.33,nan
1992-11-19,5848.33,5916.13,5642.71,5855.41,nan
1992-11-20,5855.41,5888.24,5795.34,5878.18,nan
1992-11-23,5878.18,5905.48,5828.3,5894.97,nan
1992-11-24,5894.97,5992.01,5890.37,5972.52,nan
1992-11-25,5972.52,6013.35,5896.49,5918.54,nan
1992-11-26,5918.54,5948.74,5901.38,5913.18,nan
1992-11-27,5913.18,6002.54,5923.8,5986.67,nan
1992-11-30,5986.67,5936.77,5810.63,5810.63,nan
1992-12-01,5810.63,5676.35,5400.82,5501.71,nan
1992-12-02,5501.71,5524.92,5391.71,5411.65,nan
1992-12-03,5411.65,5360.07,4947.75,4978.21,nan
1992-12-04,4978.21,5288.89,5166.64,5268.1,nan
1992-12-07,5268.1,5234.85,5126.79,5191.75,nan
1992-12-08,5191.75,5202.36,5099.39,5202.36,nan
1992-12-09,5202.36,5346.38,5240.85,5339.25,nan
1992-12-10,5339.25,5359.35,5251.41,5273.79,nan
1992-12-11,5273.79,5268.55,5193.69,5253.18,nan
1992-12-14,5253.18,5327.84,5247.58,5267.73,nan
1992-12-15,5267.73,5339.16,5280.98,5315.81,nan
1992-12-16,5315.81,5417.43,5309.25,5415.96,nan
1992-12-17,5415.96,5412.36,5324.65,5329.46,nan
1992-12-18,5329.46,5310.15,5162.5,5192.66,nan
1992-12-21,5192.66,5251.03,5141.4,5242.48,nan
1992-12-22,5242.48,5312.46,5242.84,5297.74,nan
1992-12-23,5297.74,5379.67,5304.73,5317.99,nan
1992-12-24,5317.99,5445.08,5322.51,5442.01,nan
1992-12-28,5453,5546.41,5453.71,5531.65,nan
1992-12-29,5531.65,5556.55,5433.49,5444.13,nan
1992-12-30,5444.13,5476.98,5442.14,5467.89,nan
1992-12-31,5467.89,5512.39,5467.89,5512.39,nan
1993-01-04,5446,5512.92,5431.29,5437.8,26313424
1993-01-05,5437.8,5563.27,5444.25,5548.03,52512944
1993-01-06,5548.03,5596.75,5534.87,5586.67,69349024
1993-01-07,5586.67,5584.97,5524.45,5547.32,55276960
1993-01-08,5547.32,5552.39,5524.19,5529.56,41420208
1993-01-11,5577,5673.1,5577.7,5673.1,74419888
1993-01-12,5673.1,5716.84,5658.21,5671.26,91738672
1993-01-13,5671.26,5796.74,5694.88,5778.74,130261168
1993-01-14,5778.74,5890.16,5749.77,5890.16,131245968
1993-01-15,5878,5904.54,5815.68,5871.8,110154096
1993-01-18,5863.06,5897.37,5825.01,5882.02,69385072
1993-01-19,5882.02,5904.66,5841.94,5897.9,78986384
1993-01-20,5897.9,5902.09,5854.1,5877.02,79249584
1993-01-21,5874,5936.15,5857.42,5914.39,76522800
1993-01-26,5948,5970.47,5912.03,5923.73,60311120
1993-01-27,5923.73,5959.83,5902.25,5939.89,61860928
1993-01-28,5918,5918.18,5788.6,5804.5,81379936
1993-01-29,5785,5785.54,5679.36,5751.4,85783760
1993-02-01,5743,5743.32,5677.12,5697.78,59074992
1993-02-02,5693,5719.19,5661.25,5662.53,61704656
1993-02-03,5662.53,5728.73,5662.53,5710.8,53647376
1993-02-04,5723,5787.17,5723.45,5778.01,57016000
1993-02-05,5787,5826.1,5728.77,5747.21,70087024
1993-02-08,5742,5786.65,5706.61,5786.65,46911264
1993-02-09,5812,5815.02,5775.06,5789.52,44272720
1993-02-10,5782,5843.64,5772.4,5835.55,51124288
1993-02-11,5833,5867.1,5835.73,5857,49724048
1993-02-12,5854,5860.64,5819.92,5858.15,51167136
1993-02-15,5937,6058.45,5874.74,6049.44,109535120
1993-02-16,6048,6124.4,5982.13,6065.62,152255600
1993-02-17,6044,6142.09,6029.54,6087.46,107988400
1993-02-18,6093,6199.11,6093.74,6186.94,126926000
1993-02-19,6243,6268.99,6152.25,6170.09,128595856
1993-02-22,6163,6231.88,6163.4,6231.88,69871056
1993-02-23,6227,6227.8,6138.19,6149.19,74423568
1993-02-24,6142,6203.77,6078.55,6177.69,87637008
1993-02-25,6176,6206.8,6167.71,6203.88,86110560
1993-02-26,6266,6351.99,6265.16,6351.99,125244464
1993-03-01,6353,6407.94,6338.09,6398.82,115589344
1993-03-02,6389,6405.37,6340.5,6344.23,94732512
1993-03-03,6345,6438.85,6345.44,6436.64,100926000
1993-03-04,6492,6538.32,6466.98,6467.8,120034544
1993-03-05,6496.27,6519.91,6429.16,6502.81,104189136
1993-03-08,6502.81,6511.07,6433.21,6482.16,63441264
1993-03-09,6485,6557.1,6485.29,6508,99374080
1993-03-10,6505,6511.3,6471.91,6488.46,81959504
1993-03-11,6470,6470.02,6300.55,6371.84,96135968
1993-03-12,6372,6447.41,6170.4,6170.4,173761664
1993-03-15,5919,5934.47,5792.18,5854.61,174637296
1993-03-16,5903,5980.04,5903.52,5980.04,120445920
1993-03-17,5949,5960.17,5760.79,5958.33,140752512
1993-03-18,5962,6102.72,5962.23,6051.26,103966768
1993-03-19,6061,6100.12,6029.61,6088.34,98520160
1993-03-22,6089,6101.09,6016.12,6060.04,54036080
1993-03-23,6051,6125.64,6050.07,6117.95,61574896
1993-03-24,6113,6217.1,6103.01,6212.19,70980192
1993-03-25,6232,6323.54,6232.05,6246.97,90600272
1993-03-26,6341.25,6369.75,6225.21,6341.25,81400208
1993-03-29,6322,6369.85,6310.36,6322.9,61827920
1993-03-30,6328,6442.43,6328.74,6406.49,99510576
1993-03-31,6415,6440.68,6353.3,6388.86,78885248
1993-04-01,6385,6427.08,6385.18,6408.88,56663424
1993-04-02,6395,6418.45,6353.51,6404.44,69457376
1993-04-06,6409,6414.33,6334.42,6340.83,65205232
1993-04-07,6326,6326.51,6250.17,6281.7,54141984
1993-04-08,6276,6323.73,6258.93,6285.67,58312656
1993-04-13,6285,6418.4,6285.67,6418.21,62360016
1993-04-14,6651.22,6805.66,6651.22,6789.74,210857936
1993-04-15,6783,6796.69,6728.58,6732.04,151166960
1993-04-16,6736,6755.85,6686.99,6697.15,121865680
1993-04-19,6689,6709.38,6643.68,6680.15,89964320
1993-04-20,6679,6679.04,6618.6,6638.54,78148528
1993-04-21,6638,6768.39,6638.54,6768.39,112761376
1993-04-22,6774,6831.23,6734.14,6759.24,129570480
1993-04-23,6756,6777.24,6718.24,6750.94,93462096
1993-04-26,6750,6845.75,6750.94,6845.75,185046128
1993-04-27,6857,6899.85,6821.92,6836.88,138617888
1993-04-28,6836,6915.19,6801.07,6894.9,124378768
1993-04-29,6864,6898.87,6835.25,6884.05,96649920
1993-04-30,6892,6912.05,6828.21,6830.51,87221456
1993-05-03,6830.51,6830.51,6727.64,6790.11,54783136
1993-05-04,6788,6836.27,6757.46,6827.29,52067392
1993-05-05,6819.75,6856.46,6771.36,6829.33,81469232
1993-05-06,6829,6864.21,6786.39,6795.52,80666512
1993-05-07,6788,6803.93,6770.74,6798.34,85263344
1993-05-10,6790,6802.05,6735.92,6739.23,64761984
1993-05-11,6731,6872.79,6731.64,6841.97,77962448
1993-05-12,6844,7015.59,6844.04,7002.6,138687408
1993-05-13,7041,7130.37,7041.3,7108.76,242120912
1993-05-14,7105,7105.77,6973.84,7005.29,126887280
1993-05-17,7039,7149.18,7039.07,7124.12,165181200
1993-05-18,7123,7152.06,7095,7149.3,287921408
1993-05-19,7142,7142.45,7090.67,7093.88,151243536
1993-05-20,7089,7133.94,7029.68,7118.96,109879136
1993-05-21,7163,7233.35,7163.11,7169.96,105705248
1993-05-24,7169.96,7276.39,7169.96,7276.39,113950992
1993-05-25,7278,7374.07,7249.47,7368.18,143179072
1993-05-26,7373,7383.18,7313.39,7349.72,112179584
1993-05-27,7359,7459.08,7359.21,7447.24,157249040
1993-05-28,7460,7528.68,7391.22,7397.91,134696496
1993-05-31,7391,7404.3,7344.31,7372.19,72207840
1993-06-01,7364,7407.94,7320.78,7375.81,69878160
1993-06-02,7370,7372.22,7317.2,7322.23,70550480
1993-06-03,7305,7305.14,7138.71,7155.29,135637344
1993-06-04,7145,7240.54,7109.01,7157.49,121328608
1993-06-07,7156,7156.09,7094.27,7124.73,60003360
1993-06-08,7124,7266.88,7124.73,7259.74,83038080
1993-06-09,7258.8,7346.99,7258.83,7339.08,nan
1993-06-10,7322,7322.14,7257.92,7260.58,61262128
1993-06-11,7262,7287.9,7247.85,7266.74,60482560
1993-06-15,7286,7347.1,7280.7,7283.46,68066352
1993-06-16,7281,7314.8,7230.15,7304.83,101150960
1993-06-17,7304,7304.83,7156.26,7189.1,71376256
1993-06-18,7184,7249.88,7104.31,7200.75,95695504
1993-06-21,7188,7188.06,7003.58,7003.58,75413808
1993-06-22,7003,7065.82,6981.04,7046.73,81480976
1993-06-23,7070,7097.94,7046.73,7062.64,71028336
1993-06-25,7049,7049.59,6928.13,7014.08,64984992
1993-06-28,7012,7166.2,7012.09,7148.1,61206800
1993-06-29,7148,7172.79,7068.93,7107.47,56951984
1993-06-30,7107,7145.52,7071.11,7099.28,56578256
1993-07-01,7119,7205.38,7106.05,7205.38,59682000
1993-07-02,7205,7236.51,7135.25,7217.93,77222864
1993-07-05,7247,7339.63,7189.5,7205.41,64260720
1993-07-06,7185,7196.79,7129.25,7168.34,50448272
1993-07-07,7168,7196.66,7137.99,7141.11,264089056
1993-07-08,7135,7169.28,7105.69,7122.39,61510160
1993-07-09,7122,7188.83,7070.61,7070.61,74340944
1993-07-12,7070,7070.61,6903.36,6952.59,77126096
1993-07-13,6951,6981.16,6914.87,6956.1,82857008
1993-07-14,6957,7028.64,6955.5,6955.5,73773328
1993-07-15,6955,7002.19,6950.3,6978.54,59457168
1993-07-16,6978,6978.54,6923.83,6925.22,50849216
1993-07-19,6923,6923.15,6775.66,6813.72,93025392
1993-07-20,6814,6856.58,6767.69,6846.81,72124288
1993-07-21,6848,6891.75,6819.01,6839.98,51559728
1993-07-22,6826,6832.75,6748,6760.02,58656272
1993-07-23,6757.98,6757.98,6707.93,6750.33,65146256
1993-07-26,6750,6876.27,6750.95,6858.08,44396528
1993-07-27,6868,6924.96,6845.76,6865.97,72981312
1993-07-28,6861,6908.23,6838.2,6903.21,56185136
1993-07-29,6902,6939.28,6874.16,6899.93,80318512
1993-07-30,6899,7004.88,6898.96,6988.96,61725744
1993-08-02,6988,7066.36,6988.96,7029.03,44971088
1993-08-03,7044,7212.81,7044.24,7211.83,79373072
1993-08-04,7226,7262.58,7148.46,7164.2,99726032
1993-08-05,7211,7310.7,7211.37,7307.54,86206144
1993-08-06,7293,7399.85,7281.62,7396.77,85680176
1993-08-09,7409,7497.79,7376.76,7382.22,75724928
1993-08-10,7405,7434.88,7283.66,7329.81,79979296
1993-08-11,7327,7357.63,7298.66,7357.63,78092032
1993-08-12,7366,7411.57,7334.48,7339.55,60714960
1993-08-13,7348,7401.58,7314.57,7392.25,64338896
1993-08-16,7392,7489.49,7392.25,7489.49,63473056
1993-08-17,7500,7541.77,7485.03,7528.79,83160528
1993-08-18,7539,7570,7492.67,7560.97,87102704
1993-08-19,7556,7615.06,7530.03,7605.26,103655264
1993-08-20,7591,7591.92,7504.26,7545.36,113287696
1993-08-23,7546,7549.9,7388.42,7388.42,96625552
1993-08-24,7361,7385.9,7313.79,7327.68,74889968
1993-08-25,7326,7370.37,7265.58,7265.58,69424864
1993-08-26,7275,7449.08,7272.81,7449.08,79073472
1993-08-27,7440,7440.53,7371.06,7422.98,72426576
1993-08-31,7422,7551.78,7422.98,7549.73,97913232
1993-09-01,7559,7589.55,7520.76,7542.19,70323272
1993-09-02,7534,7538.29,7444.83,7493.45,54914436
1993-09-03,7493,7551.68,7486.22,7512.13,68469552
1993-09-06,7504,7522.26,7482.79,7519.66,57737092
1993-09-07,7519,7563.49,7513.22,7546.71,66547288
1993-09-08,7546,7613.01,7523.94,7607.13,85784432
1993-09-09,7607,7663.63,7586.76,7586.76,87291496
1993-09-10,7588,7612.23,7549.8,7593.45,44894136
1993-09-13,7594,7615.77,7470.82,7475.97,46571564
1993-09-14,7475,7497.15,7436.26,7473.85,46724020
1993-09-15,7486,7541.02,7484.73,7488.77,36198928
1993-09-16,7481,7491.25,7408.27,7418.11,49179564
1993-09-20,7394,7407.36,7298.52,7390.6,54352828
1993-09-21,7383,7495.31,7376.15,7495.31,49382452
1993-09-22,7500,7517.62,7459.95,7478.9,53659160
1993-09-23,7480,7590.99,7480.26,7581,69436448
1993-09-24,7525,7531.47,7422.65,7525.05,75136416
1993-09-27,7523,7543.83,7445.89,7452.09,48373608
1993-09-28,7462,7497.88,7452.64,7470.5,45192420
1993-09-29,7461,7553.6,7461.03,7551.1,46970104
1993-09-30,7578,7678.62,7578.11,7676.22,92156960
1993-10-04,7674,7763.87,7668.69,7744.32,91049984
1993-10-05,7750,7878.35,7750.3,7869.48,105859392
1993-10-06,7899,8043.59,7899.38,8041.57,143522528
1993-10-07,8017,8082.1,7950.13,8066.79,113490856
1993-10-08,8034,8034.3,7961.76,8005.56,64361608
1993-10-11,8053.4,8195.22,8053.44,8192.18,125139760
1993-10-12,8302,8320.72,8231.11,8253.45,169182096
1993-10-13,8241,8304.36,8174.05,8292.96,95069320
1993-10-14,8292,8419.29,8280.22,8412.4,99262496
1993-10-15,8592,8777.14,8592.38,8763.98,190324560
1993-10-18,8768,9053.98,8701.98,9031.13,184591152
1993-10-19,8988,8997.66,8851.19,8861.41,165091808
1993-10-20,8812,8961.46,8732.61,8902.8,139822608
1993-10-21,8929,9044.71,8882.68,8882.68,104978064
1993-10-22,8871,8871.9,8695.72,8719.32,112832216
1993-10-25,8719,8805.11,8624.53,8767.5,87610488
1993-10-26,8761,8825.58,8750.17,8790.9,66936120
1993-10-27,8781,8914.54,8781.52,8903.2,94793928
1993-10-28,8914.63,9010.27,8914.63,9010.27,100126400
1993-10-29,9023.76,9386.69,9023.76,9329.09,154015024
1993-11-01,9378,9710.08,9378.79,9629.19,163232496
1993-11-02,9629,9716.38,9561.53,9642.91,143005920
1993-11-03,9600,9600.52,9341.58,9352.11,98734848
1993-11-04,9346,9353.31,9189.11,9204.88,106633760
1993-11-05,9164,9164,8834.69,8996.93,99891392
1993-11-08,8957,9177.95,8884.31,9177.95,81544216
1993-11-09,9167,9262.36,9059.14,9088.47,59487028
1993-11-10,9109,9325.44,9109.9,9325.44,80564008
1993-11-11,9345,9714.24,9345.98,9674.83,128480768
1993-11-12,9676,9726.88,9600.9,9701.25,130191648
1993-11-15,9708,9825.5,9708.97,9733.34,129559936
1993-11-16,9683,9703.82,9605.2,9683.65,77121272
1993-11-17,9665,9675.92,9493.4,9506.98,73563024
1993-11-18,9326,9454.63,9165.95,9335.43,101451024
1993-11-19,9335.43,9360.1,9193.04,9263.94,99635152
1993-11-22,9272,9333.06,9165.26,9170.64,57317892
1993-11-23,9109,9109.87,8923,9036.02,71214776
1993-11-24,9027,9256.52,9017.28,9238.06,76439176
1993-11-25,9247,9360.28,9213.06,9286.31,65654492
1993-11-26,9283,9361.06,9224.21,9274.42,68617040
1993-11-29,9205,9205.52,8870.59,9012.77,78430064
1993-11-30,9012,9125.21,8923.98,9125.21,61448612
1993-12-01,9142,9263.85,9102.85,9254.03,71814512
1993-12-02,9270,9367.52,9238.2,9238.2,69879144
1993-12-03,9238,9315.19,9222.03,9294.35,65845004
1993-12-06,9294,9617.39,9288.6,9609.69,88591696
1993-12-07,9696,9937.36,9696.21,9736.57,129951768
1993-12-08,9757,9792.97,9644.81,9750.23,79942608
1993-12-09,9767,9990.26,9752.46,9990.26,388619648
1993-12-10,10125,10268.16,10069.45,10228.11,159836112
1993-12-13,10234,10271.58,10101.59,10248.59,120631960
1993-12-14,10223,10223.35,9992.39,10021.48,118160176
1993-12-15,10018,10084.16,9891.71,9945.26,97242016
1993-12-16,9978,10352.87,9978.69,10339.66,135378704
1993-12-17,10397,10676.44,10397.65,10568.86,167089744
1993-12-20,10575,10824.36,10482.54,10814.78,105224040
1993-12-21,10802,10856.87,10516.72,10524.28,95565088
1993-12-22,10519,10712.27,10478.47,10707.96,85798528
1993-12-23,10708,10957.59,10708.35,10881.2,70513488
1993-12-24,10924,11044.65,10924.2,11039.84,60628656
1993-12-28,11065,11689.94,11065.38,11570.22,126280336
1993-12-29,11586,11641.81,11415.94,11449.77,114586768
1993-12-30,11540,11959.06,11540.53,11877.47,131163512
1993-12-31,11778,11888.39,11629.06,11888.39,73274040
1994-01-03,11884,12115.56,11810.27,12086.49,86167616
1994-01-04,12093,12599.23,12093.64,12201.09,153433248
1994-01-05,12103,12250.65,12007.86,12167.93,145513296
1994-01-06,12138,12138.55,11374.5,11374.5,158528752
1994-01-07,11180,11186.57,10611.73,11001.48,217124336
1994-01-10,11092,11421.8,11092.08,11366.94,143516032
1994-01-11,11390,11450.96,11072.28,11155.81,101056480
1994-01-12,11139,11139.17,10593.06,10712.73,108110264
1994-01-13,10651,10651.07,10162.2,10176.51,154407728
1994-01-14,10386,10809.26,10386.66,10774.25,140520800
1994-01-17,10807,10916.97,10712.08,10792.92,86473256
1994-01-18,10773,11218.24,10773.25,11017.69,102835008
1994-01-19,11046,11400.39,11046.61,11363.77,114236432
1994-01-20,11438,11637.41,11261.83,11264.84,134172032
1994-01-21,11216,11470.68,11129.36,11459.37,92439520
1994-01-24,11515,11708.56,11515.58,11600.09,115731560
1994-01-25,11565,11640.3,11404.22,11490.94,95758800
1994-01-26,11385,11385.55,11150.71,11239.57,106568176
1994-01-27,11237,11491.49,11237.51,11470.42,90821784
1994-01-28,11564,11641.01,11297.77,11377.83,115937120
1994-01-31,11394,11547.84,11364.72,11487.02,93783792
1994-02-01,11523,11826.89,11523.53,11826.89,126800832
1994-02-02,11873,11970.65,11785.57,11785.83,145552784
1994-02-03,11805,11947.28,11803.95,11851.13,107752712
1994-02-04,11910,12186.8,11910.82,12157.57,127923264
1994-02-07,11934,11934.19,11384.63,11414.27,137592208
1994-02-08,11504,11504.33,11163.43,11454.16,127126344
1994-02-09,11447,11599.2,11447.92,11504.03,64717560
1994-02-14,11346,11346.9,10898.48,10988.81,137509344
1994-02-15,10934,11012.33,10790.38,11012.33,95975448
1994-02-16,11050,11119.51,10634.14,10634.14,98756320
1994-02-17,10716,10819.31,10477.43,10786.58,96610032
1994-02-18,10877,10905.56,10729.29,10825.88,87146312
1994-02-21,10761,10761.67,10439.26,10456.45,73857936
1994-02-22,10424,10678.56,10298.99,10674.01,92653064
1994-02-23,10653,10815.21,10634.44,10763.23,84555776
1994-02-24,10737,10737.9,10403.17,10432.02,73830216
1994-02-25,10244,10244.2,9892.07,10100.25,136808976
1994-02-28,10114,10462.63,10114.62,10410.23,89466992
1994-03-01,10387,10387.61,10079.78,10148.36,104466712
1994-03-02,9990,10035.62,9819.76,9877.43,105457472
1994-03-03,9774,9953.17,9682.28,9802.03,95282000
1994-03-04,9809,10021.66,9809.93,9918.19,84242440
1994-03-07,9935,10188.11,9935.38,10061.55,75515848
1994-03-08,10219,10339.44,10219.16,10294.58,78735416
1994-03-09,10288,10288.68,10137.48,10224.38,71316568
1994-03-10,10192,10216.55,10091.41,10129.05,71980352
1994-03-11,10106,10106.94,9836.78,9905.66,73283528
1994-03-14,9844,9980.07,9634.48,9980.07,70550696
1994-03-15,10062,10101.14,9850.05,9863.56,63210432
1994-03-16,9866,9965.41,9718.65,9720.61,57996484
1994-03-17,9720,9788.81,9432.79,9513.13,82102216
1994-03-18,9535,9535.49,8996.03,9132.31,104101288
1994-03-21,9105,9132.39,8657.99,8667.03,127619136
1994-03-22,8723,9150.46,8533.99,9012.17,131884840
1994-03-23,9078,9470.42,9002.9,9465.53,153144256
1994-03-24,9423,9572.78,9211.81,9320.75,139769776
1994-03-25,9287,9411.35,9196.26,9234.21,98126152
1994-03-28,9199,9362.8,9173.77,9197.03,74173640
1994-03-29,9236,9484.79,9236.63,9480.14,73317208
1994-03-30,9419,9428.66,9178.01,9232.21,75743552
1994-03-31,9161,9161.07,8888.98,9029.91,77304272
1994-04-06,9098,9375.57,9098.64,9234.31,85762224
1994-04-07,9231,9310.04,9164.97,9285.92,55877716
1994-04-08,9298,9330.98,9242.31,9298.22,41479396
1994-04-11,9284,9485.51,9266.42,9476.77,52089392
1994-04-12,9522,9802.46,9522.86,9738.09,108952080
1994-04-13,9769,9905.83,9702.9,9753.76,98686256
1994-04-14,9733,9753.99,9597.01,9600.63,55209740
1994-04-15,9600,9672.53,9518.77,9536.06,55182924
1994-04-18,9526,9568.27,9415.53,9506.84,46671880
1994-04-19,9379,9379.59,9203.09,9303.91,83393560
1994-04-20,9306,9325.25,9221.01,9221.01,62860940
1994-04-21,9152,9152.86,8860.51,8934.59,107362864
1994-04-22,9023,9236.54,9023.03,9156.85,111588832
1994-04-25,9152,9198.47,9068.26,9136.11,55340044
1994-04-26,9198,9337.28,9171.87,9328.64,87230344
1994-04-27,9324,9324.22,9107.31,9113.25,62897548
1994-04-28,9111,9173.49,9013.82,9163.09,55313384
1994-04-29,9133,9133.2,8943.3,8966.07,58327840
1994-05-02,8937,8940.99,8777.68,8799.7,48950096
1994-05-03,8797,8822.28,8572.79,8679.13,69322192
1994-05-04,8678,8678.65,8359.41,8369.44,84192528
1994-05-05,8336,8451.71,8249.2,8412.88,79950336
1994-05-06,8503,8660.42,8503.87,8620.27,75808328
1994-05-09,8581,8581.39,8348.96,8421.7,48819292
1994-05-10,8353,8540.09,8289.37,8540.09,64776220
1994-05-11,8672,8943.5,8672.1,8906.16,101213800
1994-05-12,8886,8954.14,8795.73,8878.86,92485288
1994-05-13,8959,9146.33,8959.61,9134.72,94365688
1994-05-16,9117,9276.62,9107.87,9253.41,71703352
1994-05-17,9236,9285.22,9040.74,9044.7,83119248
1994-05-18,9201,9477.33,9201.49,9476.64,116729944
1994-05-19,9467,9484.14,9307.45,9354.98,81783672
1994-05-20,9404,9674.81,9404.96,9631.63,116731072
1994-05-23,9605,9773.23,9584.3,9589.78,73588096
1994-05-24,9500.79,9547.23,9433.03,9490.11,58509196
1994-05-25,9497.5,9664.07,9497.5,9521.37,65569960
1994-05-26,9442.12,9656.15,9442.12,9481.71,78625264
1994-05-27,9516.96,9575.13,9362.46,9470.13,101224240
1994-05-30,9385.27,9577.67,9381.47,9523.63,53757200
1994-05-31,9495.93,9568.78,9478.94,9553.56,50309280
1994-06-01,9542.31,9598.1,9497.99,9512.07,72270320
1994-06-02,9395.52,9406.91,9216.97,9222.34,61764760
1994-06-03,9186.82,9266.54,9149.23,9234.27,45160596
1994-06-06,9231.07,9416.51,9231.07,9383.03,42068536
1994-06-07,9385.5,9461.14,9205.5,9247.88,59645124
1994-06-08,9250.94,9334.73,9193.89,9291.18,47179240
1994-06-09,9304.13,9327.31,9190.64,9190.64,58396968
1994-06-10,9183.48,9183.48,8927.27,9111.16,73656104
1994-06-15,9099.71,9184.42,9091.34,9149.52,51663284
1994-06-16,9174.97,9189.83,9020,9022.92,47648688
1994-06-17,9009.79,9113.96,8884.35,9113.96,67059196
1994-06-20,9077.1,9077.1,8962.36,8998.18,40247320
1994-06-21,8864.64,8930.77,8793.04,8857.78,52058768
1994-06-22,8822.29,8911.77,8746.8,8876.84,48198988
1994-06-23,8899.88,9050.77,8899.88,8966.79,49447088
1994-06-24,8960.73,9052.92,8881,8881,50123392
1994-06-27,8730.3,8793.99,8640.88,8647.48,57077848
1994-06-28,8754.29,8777.58,8673.49,8673.49,47407260
1994-06-29,8636.06,8656.87,8461.61,8640.31,72842592
1994-06-30,8640.7,8843.68,8640.7,8758.41,62631680
1994-07-01,8730.98,8703.98,8508.93,8634.37,43469072
1994-07-04,8636.56,8685.67,8604.34,8628.28,26714668
1994-07-05,8631.94,8661.91,8616.82,8623.19,34714828
1994-07-06,8625.53,8633.59,8449.36,8454.92,38247004
1994-07-07,8458.03,8500.46,8298.03,8490.86,77396296
1994-07-08,8489.25,8489.52,8424.47,8432.96,51725792
1994-07-11,8427.93,8463.81,8387.61,8394.94,35123364
1994-07-12,8407.36,8608.12,8398.43,8591.45,51107388
1994-07-13,8606.51,8828.91,8606.51,8828.91,77082688
1994-07-14,8864.82,8944.31,8790.79,8808.28,71103264
1994-07-15,8936.63,9140.84,8863.83,9117.02,96499208
1994-07-18,9149.09,9228.5,9131.54,9193.83,65527740
1994-07-19,9191.75,9197.04,9091.67,9145.01,51748336
1994-07-20,9149.79,9322.72,9149.79,9188.82,75805400
1994-07-21,9149.02,9149.02,9028.55,9117.66,65861856
1994-07-22,9129.62,9202.31,9077.92,9152.99,54696412
1994-07-25,9165.28,9236.42,9165.28,9174.62,53956168
1994-07-26,9177.27,9257.46,9117.02,9194.36,51199744
1994-07-27,9203.01,9412.99,9203.01,9402.18,104906336
1994-07-28,9427.43,9541.65,9398.89,9402.66,126830832
1994-07-29,9491.06,9525.18,9438.41,9482.81,75462736
1994-08-01,9510.45,9743.34,9510.45,9683.68,111856872
